Red Universitaria de Observatorios Atmosfericos (RUOA)
Atmospheric Observatory Calakmul (cmul), Campeche
Lat 18.5956 N, Lon 89.4137 W, Alt 275 masl
Time UTC-6h
FlAGS describe the method used to calculte null values from metdata: IP = interpolation  LR= linear regresion for Temp_avg using PMT640 mass monitor
TIMESTAMP,Temp_Avg,RH_Avg,WSpeed_Avg,WSpeed_Max,WDir_Avg,WDir_SD,Rain_Tot,Press_Avg,Rad_Avg
yyyy-mm-dd HH:MM:SS,°C,%,m/s,m/s.1,deg,deg.1,mm,hPa,W/m^2,Temp_flag,RH_flag,WDIR_flag,WDIR_avg_flag
2024-02-17 07:49:00,21.32,99.3,2.451,2.849,118.5,7.571,0.0,979.755,271.8,,,,
2024-02-17 07:50:00,21.36,99.2,3.099,3.398,114.0,9.0,0.0,979.751,277.3,,,,
2024-02-17 07:51:00,21.36,99.1,1.928,2.249,99.0,18.73,0.0,979.762,279.2,,,,
2024-02-17 07:52:00,21.36,99.1,2.083,2.298,102.1,19.11,0.0,979.772,276.2,,,,
2024-02-17 07:53:00,21.38,99.1,1.355,1.683,119.9,12.7,0.0,979.798,285.8,,,,
2024-02-17 07:54:00,21.48,99.2,1.744,2.1,106.9,13.84,0.0,979.825,262.8,,,,
2024-02-17 07:55:00,21.5,99.2,1.969,2.732,117.4,18.91,0.0,979.843,253.3,,,,
2024-02-17 07:56:00,21.59,99.2,2.113,2.582,104.2,14.02,0.0,979.862,305.8,,,,
2024-02-17 07:57:00,21.66,99.2,1.355,2.1,121.2,21.62,0.0,979.86,303.5,,,,
2024-02-17 07:58:00,21.74,99.1,1.114,1.465,108.3,9.86,0.0,979.892,285.7,,,,
2024-02-17 07:59:00,21.77,99.0,1.916,2.616,109.7,24.65,0.0,979.908,222.0,,,,
2024-02-17 08:00:00,21.79,99.1,1.132,1.566,128.5,6.44,0.0,979.927,233.7,,,,
2024-02-17 08:01:00,21.85,99.2,0.955,1.299,115.4,22.82,0.0,979.937,342.2,,,,
2024-02-17 08:02:00,21.96,99.0,2.013,2.249,124.2,16.62,0.0,979.958,276.0,,,,
2024-02-17 08:03:00,22.0,99.0,2.21,2.916,132.4,18.73,0.0,979.956,247.7,,,,
2024-02-17 08:04:00,21.96,98.8,1.513,1.999,118.5,12.47,0.0,979.969,256.5,,,,
2024-02-17 08:05:00,21.95,98.9,1.635,2.7,121.7,11.81,0.0,979.978,190.7,,,,
2024-02-17 08:06:00,21.96,99.0,2.018,2.632,116.5,9.12,0.0,979.987,233.2,,,,
2024-02-17 08:07:00,21.95,98.9,1.96,2.965,114.2,9.57,0.0,979.989,143.0,,,,
2024-02-17 08:08:00,21.95,98.9,1.724,1.982,108.4,12.43,0.0,980.003,151.0,,,,
2024-02-17 08:09:00,21.97,98.7,1.244,1.583,112.4,7.482,0.0,980.009,366.9,,,,
2024-02-17 08:10:00,22.04,98.7,1.649,2.132,136.7,29.85,0.0,980.03,203.7,,,,
2024-02-17 08:11:00,22.05,98.7,0.92,1.367,120.1,15.59,0.0,980.024,151.6,,,,
2024-02-17 08:12:00,22.09,98.8,1.399,1.933,119.8,13.84,0.0,980.037,149.4,,,,
2024-02-17 08:13:00,22.14,98.8,2.215,3.065,95.5,30.46,0.0,980.024,143.5,,,,
2024-02-17 08:14:00,22.14,98.6,2.785,3.499,122.8,5.338,0.0,980.041,163.2,,,,
2024-02-17 08:15:00,22.11,98.3,2.266,3.332,121.3,10.3,0.0,980.046,202.1,,,,
2024-02-17 08:16:00,22.09,98.2,2.644,3.533,111.5,17.35,0.0,980.056,235.7,,,,
2024-02-17 08:17:00,22.09,98.0,3.385,4.065,113.9,7.047,0.0,980.082,231.6,,,,
2024-02-17 08:18:00,22.14,98.0,2.95,3.582,116.4,10.08,0.0,980.079,185.9,,,,
2024-02-17 08:19:00,22.14,97.8,3.573,4.366,105.3,2.075,0.0,980.083,157.6,,,,
2024-02-17 08:20:00,22.21,97.9,1.45,2.132,123.9,20.42,0.0,980.098,188.8,,,,
2024-02-17 08:21:00,22.27,97.9,2.757,3.033,125.6,8.9,0.0,980.108,221.3,,,,
2024-02-17 08:22:00,22.29,97.4,2.718,3.182,121.6,12.08,0.0,980.107,318.1,,,,
2024-02-17 08:23:00,22.34,97.2,2.292,3.065,125.0,17.21,0.0,980.095,195.9,,,,
2024-02-17 08:24:00,22.4,97.3,2.866,3.599,126.7,12.46,0.0,980.081,219.5,,,,
2024-02-17 08:25:00,22.44,97.0,3.288,3.499,124.8,7.673,0.0,980.091,395.7,,,,
2024-02-17 08:26:00,22.56,96.1,2.018,2.882,122.9,23.76,0.0,980.073,480.0,,,,
2024-02-17 08:27:00,22.71,96.0,1.433,2.183,124.6,10.32,0.0,980.058,431.3,,,,
2024-02-17 08:28:00,22.85,95.8,3.196,3.631,140.9,15.38,0.0,980.042,350.7,,,,
2024-02-17 08:29:00,22.91,95.1,2.569,3.699,125.9,7.698,0.0,980.04,227.5,,,,
2024-02-17 08:30:00,22.93,95.2,2.246,2.866,133.3,14.6,0.0,980.054,274.1,,,,
2024-02-17 08:31:00,23.04,94.5,2.807,4.032,136.4,27.64,0.0,980.019,509.8,,,,
2024-02-17 08:32:00,23.14,94.2,3.157,3.798,123.3,15.51,0.0,980.044,383.9,,,,
2024-02-17 08:33:00,23.21,93.4,3.412,4.165,137.1,19.56,0.0,980.051,424.5,,,,
2024-02-17 08:34:00,23.31,92.4,3.473,4.699,133.9,13.72,0.0,980.044,492.4,,,,
2024-02-17 08:35:00,23.38,91.9,3.177,3.715,120.9,7.774,0.0,980.041,468.1,,,,
2024-02-17 08:36:00,23.47,92.2,3.359,4.282,116.7,17.4,0.0,980.074,416.3,,,,
2024-02-17 08:37:00,23.53,92.0,2.688,3.582,123.9,9.94,0.0,980.076,412.6,,,,
2024-02-17 08:38:00,23.62,91.6,3.963,4.631,122.4,15.3,0.0,980.093,512.2,,,,
2024-02-17 08:39:00,23.68,90.9,2.305,3.199,137.0,23.96,0.0,980.086,454.5,,,,
2024-02-17 08:40:00,23.75,91.1,3.31,4.565,128.0,4.399,0.0,980.1,394.3,,,,
2024-02-17 08:41:00,23.82,90.6,3.596,4.398,121.4,10.36,0.0,980.118,420.0,,,,
2024-02-17 08:42:00,23.81,90.1,3.14,3.682,123.1,17.22,0.0,980.094,430.6,,,,
2024-02-17 08:43:00,23.74,91.0,3.368,4.648,123.0,16.81,0.0,980.098,423.9,,,,
2024-02-17 08:44:00,23.78,90.8,3.169,3.881,122.5,11.88,0.0,980.08,438.0,,,,
2024-02-17 08:45:00,23.81,90.6,3.958,5.032,134.1,14.09,0.0,980.068,371.6,,,,
2024-02-17 08:46:00,23.85,90.7,2.283,2.683,134.5,15.55,0.0,980.06,375.7,,,,
2024-02-17 08:47:00,23.92,90.5,2.632,4.199,116.9,23.35,0.0,980.065,315.6,,,,
2024-02-17 08:48:00,23.97,90.5,3.335,3.715,109.1,10.78,0.0,980.033,307.1,,,,
2024-02-17 08:49:00,23.98,90.9,2.48,3.283,111.9,23.52,0.0,980.031,514.9,,,,
2024-02-17 08:50:00,24.04,91.3,3.407,4.065,110.7,13.95,0.0,979.997,242.1,,,,
2024-02-17 08:51:00,24.06,90.1,3.976,4.349,125.8,3.531,0.0,980.012,322.3,,,,
2024-02-17 08:52:00,24.04,90.3,3.679,5.032,125.6,28.58,0.0,980.018,221.3,,,,
2024-02-17 08:53:00,24.01,90.3,1.692,2.315,127.6,41.69,0.0,980.02,527.1,,,,
2024-02-17 08:54:00,24.01,90.1,3.934,4.964,132.0,14.38,0.0,980.018,323.6,,,,
2024-02-17 08:55:00,24.01,90.3,3.371,4.481,135.0,21.28,0.0,980.026,306.9,,,,
2024-02-17 08:56:00,24.01,89.9,3.976,5.331,128.7,20.28,0.0,980.008,333.4,,,,
2024-02-17 08:57:00,24.01,89.8,4.85,5.432,127.6,7.95,0.0,980.01,411.2,,,,
2024-02-17 08:58:00,24.01,89.1,4.532,5.182,128.5,12.78,0.0,980.003,410.6,,,,
2024-02-17 08:59:00,24.01,89.5,3.415,5.449,116.7,11.77,0.0,980.022,360.6,,,,
2024-02-17 09:00:00,24.05,89.8,3.568,4.449,114.2,13.84,0.0,980.027,382.4,,,,
2024-02-17 09:01:00,24.11,89.4,3.74,4.782,115.6,13.91,0.0,980.042,617.3,,,,
2024-02-17 09:02:00,24.22,89.5,4.304,4.731,111.5,11.87,0.0,980.071,501.5,,,,
2024-02-17 09:03:00,24.34,88.3,3.796,4.782,118.6,15.94,0.0,980.072,782.9,,,,
2024-02-17 09:04:00,24.43,88.7,3.487,5.047,124.4,13.03,0.0,980.079,578.5,,,,
2024-02-17 09:05:00,24.51,88.0,4.323,5.748,118.2,10.87,0.0,980.056,295.2,,,,
2024-02-17 09:06:00,24.54,87.9,3.859,4.797,145.7,26.5,0.0,980.082,455.9,,,,
2024-02-17 09:07:00,24.61,87.3,4.48,6.214,134.6,11.78,0.0,980.102,261.5,,,,
2024-02-17 09:08:00,24.56,87.1,4.349,6.297,135.6,10.56,0.0,980.1,217.2,,,,
2024-02-17 09:09:00,24.41,87.4,4.01,4.298,133.8,14.11,0.0,980.139,205.5,,,,
2024-02-17 09:10:00,24.33,88.0,3.182,4.199,131.4,12.56,0.0,980.13,282.6,,,,
2024-02-17 09:11:00,24.29,88.2,3.276,3.482,121.0,14.01,0.0,980.113,370.2,,,,
2024-02-17 09:12:00,24.26,88.6,4.148,5.297,127.2,19.37,0.0,980.117,338.1,,,,
2024-02-17 09:13:00,24.24,88.3,3.784,4.065,145.6,6.593,0.0,980.103,444.9,,,,
2024-02-17 09:14:00,24.3,88.3,2.307,3.182,139.4,18.48,0.0,980.112,611.0,,,,
2024-02-17 09:15:00,24.45,88.7,2.358,3.298,125.9,18.65,0.0,980.13,224.7,,,,
2024-02-17 09:16:00,24.6,88.0,3.188,3.915,149.6,20.79,0.0,980.127,188.7,,,,
2024-02-17 09:17:00,24.65,87.8,3.276,3.665,113.6,10.82,0.0,980.113,166.8,,,,
2024-02-17 09:18:00,24.63,87.5,2.63,3.016,138.8,19.32,0.0,980.151,228.5,,,,
2024-02-17 09:19:00,24.6,87.6,3.732,4.631,125.8,13.94,0.0,980.15,443.0,,,,
2024-02-17 09:20:00,24.6,87.8,3.529,5.381,102.0,25.12,0.0,980.136,330.0,,,,
2024-02-17 09:21:00,24.6,86.2,4.245,5.581,107.9,12.76,0.0,980.154,522.3,,,,
2024-02-17 09:22:00,24.59,86.1,3.653,5.214,142.4,19.29,0.0,980.162,324.4,,,,
2024-02-17 09:23:00,24.56,85.6,4.796,6.081,139.4,18.1,0.0,980.085,602.8,,,,
2024-02-17 09:24:00,24.6,85.7,3.148,5.282,133.4,10.31,0.0,980.112,369.1,,,,
2024-02-17 09:25:00,24.74,86.0,2.829,5.714,134.1,17.03,0.0,980.124,798.1,,,,
2024-02-17 09:26:00,24.91,84.9,5.476,6.164,124.5,21.89,0.0,980.087,454.3,,,,
2024-02-17 09:27:00,24.98,84.9,5.256,6.282,130.8,12.99,0.0,980.098,466.9,,,,
2024-02-17 09:28:00,25.06,83.6,5.047,7.264,140.3,17.96,0.0,980.106,573.6,,,,
2024-02-17 09:29:00,25.02,84.3,4.874,6.647,123.4,20.86,0.0,980.112,432.7,,,,
2024-02-17 09:30:00,25.04,84.2,4.038,4.898,150.8,21.05,0.0,980.061,383.5,,,,
2024-02-17 09:31:00,25.08,83.8,3.92,5.748,136.5,22.27,0.0,980.089,744.5,,,,
2024-02-17 09:32:00,25.14,83.2,4.51,7.397,139.0,27.11,0.0,980.031,371.8,,,,
2024-02-17 09:33:00,25.15,83.8,3.397,4.332,122.2,19.23,0.0,980.101,275.2,,,,
2024-02-17 09:34:00,25.16,83.8,4.381,5.481,151.4,11.74,0.0,980.107,618.9,,,,
2024-02-17 09:35:00,25.2,83.7,3.526,4.165,140.7,16.88,0.0,980.126,301.8,,,,
2024-02-17 09:36:00,25.2,83.0,4.845,5.998,139.0,23.87,0.0,980.124,295.0,,,,
2024-02-17 09:37:00,25.13,83.0,5.143,5.748,140.5,17.3,0.0,980.164,264.1,,,,
2024-02-17 09:38:00,25.04,83.6,5.063,5.814,136.7,8.05,0.0,980.111,239.0,,,,
2024-02-17 09:39:00,24.98,84.1,4.775,5.615,118.0,35.36,0.0,980.083,389.0,,,,
2024-02-17 09:40:00,24.97,84.1,2.805,3.449,137.1,22.9,0.0,980.137,491.4,,,,
2024-02-17 09:41:00,25.02,84.2,3.397,4.565,120.6,20.15,0.0,980.16,678.5,,,,
2024-02-17 09:42:00,25.2,83.8,2.341,3.499,137.4,28.59,0.0,980.151,847.0,,,,
2024-02-17 09:43:00,25.42,83.3,2.368,3.131,112.6,23.81,0.0,980.13,712.9,,,,
2024-02-17 09:44:00,25.72,82.9,3.206,4.782,133.7,25.02,0.0,980.137,486.7,,,,
2024-02-17 09:45:00,25.93,81.0,3.647,5.831,132.8,11.01,0.0,980.11,581.9,,,,
2024-02-17 09:46:00,25.98,80.7,4.699,6.198,110.3,16.29,0.0,980.126,526.0,,,,
2024-02-17 09:47:00,25.9,80.2,4.563,6.48,124.5,15.17,0.0,980.114,518.6,,,,
2024-02-17 09:48:00,25.69,81.4,4.235,6.531,116.0,14.79,0.0,980.116,683.2,,,,
2024-02-17 09:49:00,25.61,81.5,3.757,7.514,123.1,24.2,0.0,980.126,343.8,,,,
2024-02-17 09:50:00,25.56,81.9,3.885,6.348,138.0,18.25,0.0,980.117,256.5,,,,
2024-02-17 09:51:00,25.55,81.6,3.732,5.131,129.5,18.38,0.0,980.076,286.1,,,,
2024-02-17 09:52:00,25.48,82.7,2.696,4.182,130.1,28.34,0.0,980.064,287.5,,,,
2024-02-17 09:53:00,25.5,82.7,2.547,4.949,121.1,9.51,0.0,980.067,278.0,,,,
2024-02-17 09:54:00,25.56,81.5,5.103,6.032,117.6,12.98,0.0,980.056,589.0,,,,
2024-02-17 09:55:00,25.53,81.4,5.27,6.147,124.0,8.67,0.0,980.086,628.9,,,,
2024-02-17 09:56:00,25.47,82.3,4.418,5.782,131.3,26.83,0.0,980.135,408.4,,,,
2024-02-17 09:57:00,25.47,81.8,4.27,6.047,114.4,29.84,0.0,980.105,423.7,,,,
2024-02-17 09:58:00,25.47,81.7,4.191,6.015,144.8,11.01,0.0,980.144,811.0,,,,
2024-02-17 09:59:00,25.52,81.5,5.199,6.414,138.8,8.23,0.0,980.122,367.5,,,,
2024-02-17 10:00:00,25.48,81.5,4.512,6.865,121.3,24.52,0.0,980.116,315.1,,,,
2024-02-17 10:01:00,25.42,81.9,3.674,4.165,121.6,12.48,0.0,980.116,335.7,,,,
2024-02-17 10:02:00,25.36,82.1,4.638,6.448,131.9,8.27,0.0,980.121,245.6,,,,
2024-02-17 10:03:00,25.3,82.5,4.551,5.297,142.5,6.889,0.0,980.108,256.5,,,,
2024-02-17 10:04:00,25.25,82.1,3.397,4.165,134.0,11.16,0.0,980.132,636.9,,,,
2024-02-17 10:05:00,25.26,82.7,1.846,2.749,151.1,33.53,0.0,980.128,398.6,,,,
2024-02-17 10:06:00,25.38,82.6,2.679,3.832,132.4,16.62,0.0,980.127,438.0,,,,
2024-02-17 10:07:00,25.54,82.0,2.346,3.215,142.5,12.89,0.0,980.134,523.6,,,,
2024-02-17 10:08:00,25.61,81.5,4.515,5.63,147.4,20.32,0.0,980.124,325.2,,,,
2024-02-17 10:09:00,25.64,81.9,1.227,1.999,128.5,25.09,0.0,980.145,526.3,,,,
2024-02-17 10:10:00,25.73,81.8,2.552,3.016,135.7,20.26,0.0,980.15,305.0,,,,
2024-02-17 10:11:00,25.73,80.8,4.903,6.214,139.8,9.92,0.0,980.152,265.5,,,,
2024-02-17 10:12:00,25.59,81.2,3.709,5.015,117.1,17.24,0.0,980.17,276.3,,,,
2024-02-17 10:13:00,25.49,81.7,2.604,3.631,129.0,18.57,0.0,980.206,356.2,,,,
2024-02-17 10:14:00,25.48,82.1,2.956,3.881,135.0,12.46,0.0,980.224,532.5,,,,
2024-02-17 10:15:00,25.53,82.0,2.669,3.815,132.7,19.63,0.0,980.229,763.0,,,,
2024-02-17 10:16:00,25.66,81.8,4.029,6.181,121.7,13.75,0.0,980.226,321.4,,,,
2024-02-17 10:17:00,25.77,81.4,4.454,6.781,128.0,21.71,0.0,980.228,244.6,,,,
2024-02-17 10:18:00,25.79,80.1,3.823,5.248,138.1,11.81,0.0,980.228,749.0,,,,
2024-02-17 10:19:00,25.77,80.0,3.73,4.398,140.3,11.62,0.0,980.228,507.3,,,,
2024-02-17 10:20:00,25.75,80.2,4.629,5.797,136.3,12.96,0.0,980.199,455.8,,,,
2024-02-17 10:21:00,25.75,80.5,3.529,4.981,147.2,10.97,0.0,980.2,312.9,,,,
2024-02-17 10:22:00,25.75,81.0,2.732,4.449,110.9,24.02,0.0,980.191,310.3,,,,
2024-02-17 10:23:00,25.75,81.3,4.107,4.631,134.2,9.79,0.0,980.201,269.8,,,,
2024-02-17 10:24:00,25.75,80.7,3.07,3.815,114.7,17.88,0.0,980.166,235.9,,,,
2024-02-17 10:25:00,25.75,80.7,2.737,3.548,126.9,18.05,0.0,980.176,287.4,,,,
2024-02-17 10:26:00,25.75,80.5,2.727,4.315,124.6,16.36,0.0,980.158,563.9,,,,
2024-02-17 10:27:00,25.8,79.82,3.998,5.365,148.0,17.25,0.0,980.129,940.0,,,,
2024-02-17 10:28:00,25.9,79.54,3.222,5.381,151.8,18.38,0.0,980.165,476.1,,,,
2024-02-17 10:29:00,26.01,78.94,4.789,5.449,154.0,7.801,0.0,980.158,626.0,,,,
2024-02-17 10:30:00,26.03,78.76,2.854,3.949,130.0,19.04,0.0,980.161,1031.0,,,,
2024-02-17 10:31:00,26.1,79.41,3.113,3.631,149.7,12.97,0.0,980.178,525.7,,,,
2024-02-17 10:32:00,26.25,78.39,4.831,6.032,154.9,10.43,0.0,980.147,669.6,,,,
2024-02-17 10:33:00,26.34,77.22,3.951,5.532,152.1,20.54,0.0,980.128,848.0,,,,
2024-02-17 10:34:00,26.34,77.86,2.885,4.131,133.9,10.43,0.0,980.128,904.0,,,,
2024-02-17 10:35:00,26.44,77.76,2.366,3.548,124.8,21.51,0.0,980.131,869.0,,,,
2024-02-17 10:36:00,26.64,77.29,2.982,4.381,130.2,19.93,0.0,980.098,861.0,,,,
2024-02-17 10:37:00,26.83,74.96,4.157,5.348,136.7,17.6,0.0,980.056,883.0,,,,
2024-02-17 10:38:00,26.86,74.78,4.678,5.547,154.7,5.399,0.0,980.069,909.0,,,,
2024-02-17 10:39:00,26.89,73.76,3.851,4.582,164.1,4.47,0.0,980.044,894.0,,,,
2024-02-17 10:40:00,26.86,73.83,4.06,4.814,150.0,4.602,0.0,980.03,647.3,,,,
2024-02-17 10:41:00,26.74,74.5,3.39,4.532,174.4,10.83,0.0,980.028,252.9,,,,
2024-02-17 10:42:00,26.59,75.77,2.324,2.548,168.4,11.28,0.0,980.027,305.4,,,,
2024-02-17 10:43:00,26.59,75.97,2.586,3.315,172.2,19.82,0.0,980.029,538.3,,,,
2024-02-17 10:44:00,26.62,75.75,3.687,4.214,169.4,10.03,0.0,980.022,320.9,,,,
2024-02-17 10:45:00,26.62,75.68,3.538,4.282,169.9,6.518,0.0,980.018,299.7,,,,
2024-02-17 10:46:00,26.57,75.64,3.118,3.881,156.6,7.075,0.0,979.994,832.0,,,,
2024-02-17 10:47:00,26.53,76.32,4.065,5.199,157.8,13.47,0.0,979.987,648.5,,,,
2024-02-17 10:48:00,26.52,76.35,3.885,4.865,171.1,8.97,0.0,979.943,292.2,,,,
2024-02-17 10:49:00,26.52,75.77,3.92,4.848,162.6,9.03,0.0,979.972,343.6,,,,
2024-02-17 10:50:00,26.43,76.13,3.56,4.665,164.0,20.61,0.0,979.972,235.9,,,,
2024-02-17 10:51:00,26.31,76.68,3.687,4.032,130.9,10.73,0.0,979.953,195.2,,,,
2024-02-17 10:52:00,26.15,77.8,3.862,5.282,146.3,15.87,0.0,979.949,193.1,,,,
2024-02-17 10:53:00,26.07,77.92,3.784,4.582,140.9,5.512,0.0,979.925,244.6,,,,
2024-02-17 10:54:00,26.02,78.37,2.355,3.165,156.6,11.97,0.0,979.9,252.6,,,,
2024-02-17 10:55:00,26.02,78.06,2.349,2.815,145.3,21.74,0.0,979.877,251.5,,,,
2024-02-17 10:56:00,26.02,77.56,1.996,2.465,151.5,25.68,0.0,979.84,239.4,,,,
2024-02-17 10:57:00,26.04,77.75,1.425,2.215,154.9,17.44,0.0,979.835,252.9,,,,
2024-02-17 10:58:00,26.1,77.49,2.525,2.899,159.4,26.29,0.0,979.804,292.9,,,,
2024-02-17 10:59:00,26.18,77.42,2.372,3.298,172.3,29.47,0.0,979.795,290.9,,,,
2024-02-17 11:00:00,26.28,77.12,2.249,3.266,169.0,13.2,0.0,979.779,259.3,,,,
2024-02-17 11:01:00,26.34,76.53,2.832,3.832,161.6,14.59,0.0,979.786,250.9,,,,
2024-02-17 11:02:00,26.34,76.51,2.982,4.699,143.3,12.18,0.0,979.776,275.6,,,,
2024-02-17 11:03:00,26.38,75.74,3.715,4.432,141.7,14.18,0.0,979.74,328.1,,,,
2024-02-17 11:04:00,26.39,76.39,2.372,2.899,169.7,13.12,0.0,979.74,507.7,,,,
2024-02-17 11:05:00,26.45,76.04,1.811,2.399,178.2,41.22,0.0,979.706,1042.0,,,,
2024-02-17 11:06:00,26.6,75.13,1.972,2.815,172.9,22.86,0.0,979.663,745.8,,,,
2024-02-17 11:07:00,26.77,74.22,3.007,3.898,168.6,14.41,0.0,979.63,681.1,,,,
2024-02-17 11:08:00,26.98,72.56,2.494,3.616,169.9,5.567,0.0,979.591,1013.0,,,,
2024-02-17 11:09:00,27.11,71.9,3.363,4.265,171.0,11.22,0.0,979.549,772.0,,,,
2024-02-17 11:10:00,27.16,72.6,2.678,3.148,167.5,12.75,0.0,979.524,410.1,,,,
2024-02-17 11:11:00,27.15,72.6,2.533,2.982,169.5,14.19,0.0,979.504,283.3,,,,
2024-02-17 11:12:00,27.05,72.46,3.196,4.099,162.8,6.807,0.0,979.492,287.2,,,,
2024-02-17 11:13:00,27.0,72.04,3.92,5.698,132.3,8.8,0.0,979.471,437.3,,,,
2024-02-17 11:14:00,26.98,72.06,4.954,6.015,146.6,6.085,0.0,979.499,286.4,,,,
2024-02-17 11:15:00,26.95,72.36,2.122,3.631,154.3,22.39,0.0,979.481,871.0,,,,
2024-02-17 11:16:00,26.97,72.33,2.157,2.582,144.3,17.6,0.0,979.456,720.5,,,,
2024-02-17 11:17:00,27.11,72.02,2.599,3.232,162.8,16.47,0.0,979.444,1017.0,,,,
2024-02-17 11:18:00,27.31,70.78,2.375,3.199,172.6,14.03,0.0,979.425,929.0,,,,
2024-02-17 11:19:00,27.4,70.6,2.394,4.065,162.0,14.53,0.0,979.378,617.3,,,,
2024-02-17 11:20:00,27.47,69.12,2.332,3.099,166.8,12.02,0.0,979.338,510.6,,,,
2024-02-17 11:21:00,27.54,69.41,2.315,2.965,168.0,17.86,0.0,979.302,469.3,,,,
2024-02-17 11:22:00,27.58,69.81,2.071,3.249,131.6,26.62,0.0,979.294,403.0,,,,
2024-02-17 11:23:00,27.58,69.98,3.587,4.932,160.1,10.57,0.0,979.285,614.8,,,,
2024-02-17 11:24:00,27.58,70.23,2.661,3.283,150.2,9.48,0.0,979.265,987.0,,,,
2024-02-17 11:25:00,27.6,70.39,2.117,3.065,151.6,11.23,0.0,979.221,1086.0,,,,
2024-02-17 11:26:00,27.67,69.02,3.227,4.765,137.7,17.9,0.0,979.171,1053.0,,,,
2024-02-17 11:27:00,27.76,69.78,2.346,3.783,130.8,25.53,0.0,979.166,1028.0,,,,
2024-02-17 11:28:00,28.01,69.45,2.241,2.982,122.5,4.925,0.0,979.151,1001.0,,,,
2024-02-17 11:29:00,28.16,68.38,2.149,2.916,139.7,27.56,0.0,979.125,990.0,,,,
2024-02-17 11:30:00,28.35,69.06,2.802,3.516,146.1,19.59,0.0,979.141,983.0,,,,
2024-02-17 11:31:00,28.71,67.08,2.737,3.866,132.5,17.91,0.0,979.153,993.0,,,,
2024-02-17 11:32:00,28.81,66.22,3.568,4.932,124.3,10.03,0.0,979.126,995.0,,,,
2024-02-17 11:33:00,28.6,65.55,3.599,4.481,134.1,16.87,0.0,979.109,1012.0,,,,
2024-02-17 11:34:00,28.21,67.39,2.293,3.366,138.0,19.42,0.0,979.078,1024.0,,,,
2024-02-17 11:35:00,28.11,68.29,2.441,3.266,155.9,18.23,0.0,979.059,1006.0,,,,
2024-02-17 11:36:00,28.27,67.47,4.146,4.731,145.7,12.58,0.0,978.989,986.0,,,,
2024-02-17 11:37:00,28.35,66.7,4.034,5.348,147.5,20.76,0.0,979.02,612.1,,,,
2024-02-17 11:38:00,28.23,66.01,4.792,5.547,126.6,6.833,0.0,978.989,1006.0,,,,
2024-02-17 11:39:00,28.0,67.8,4.403,5.615,133.7,5.45,0.0,978.95,998.0,,,,
2024-02-17 11:40:00,27.97,65.93,3.477,4.881,139.5,6.18,0.0,978.962,966.0,,,,
2024-02-17 11:41:00,27.91,66.89,3.301,4.065,136.2,21.26,0.0,978.923,999.0,,,,
2024-02-17 11:42:00,27.97,67.7,2.859,3.832,130.8,17.89,0.0,978.912,988.0,,,,
2024-02-17 11:43:00,28.23,66.74,2.89,4.032,153.9,10.71,0.0,978.93,980.0,,,,
2024-02-17 11:44:00,28.46,65.13,3.208,3.949,190.4,16.85,0.0,978.915,973.0,,,,
2024-02-17 11:45:00,28.52,65.5,1.907,3.298,161.5,28.43,0.0,978.931,973.0,,,,
2024-02-17 11:46:00,28.69,65.07,2.455,3.283,164.4,11.72,0.0,978.931,992.0,,,,
2024-02-17 11:47:00,28.75,64.57,1.564,2.049,115.4,17.4,0.0,978.905,310.6,,,,
2024-02-17 11:48:00,28.61,64.54,1.579,2.866,117.5,13.2,0.0,978.897,261.5,,,,
2024-02-17 11:49:00,28.46,65.15,2.511,2.899,129.5,9.21,0.0,978.895,899.0,,,,
2024-02-17 11:50:00,28.31,65.19,3.126,3.749,137.5,18.37,0.0,978.888,927.0,,,,
2024-02-17 11:51:00,28.22,67.22,2.144,3.548,144.7,12.26,0.0,978.873,370.1,,,,
2024-02-17 11:52:00,28.29,65.85,2.819,3.349,135.7,13.02,0.0,978.824,213.2,,,,
2024-02-17 11:53:00,28.25,65.39,2.336,3.099,141.7,17.31,0.0,978.78,243.5,,,,
2024-02-17 11:54:00,28.06,66.7,1.28,2.266,109.5,25.53,0.0,978.748,249.9,,,,
2024-02-17 11:55:00,27.99,67.45,2.502,3.016,138.8,23.01,0.0,978.734,256.3,,,,
2024-02-17 11:56:00,27.99,67.52,2.283,3.182,133.0,8.12,0.0,978.73,373.4,,,,
2024-02-17 11:57:00,28.03,67.29,2.232,3.298,112.2,20.41,0.0,978.725,1049.0,,,,
2024-02-17 11:58:00,28.08,66.42,2.224,2.95,145.9,12.23,0.0,978.716,817.0,,,,
2024-02-17 11:59:00,28.15,67.38,2.091,3.199,140.4,22.32,0.0,978.725,854.0,,,,
2024-02-17 12:00:00,28.39,65.82,2.79,4.616,144.1,14.41,0.0,978.699,675.8,,,,
2024-02-17 12:01:00,28.42,65.01,3.184,3.616,162.1,5.235,0.0,978.681,317.7,,,,
2024-02-17 12:02:00,28.36,65.77,2.113,2.482,142.2,12.85,0.0,978.686,407.9,,,,
2024-02-17 12:03:00,28.39,65.07,2.185,3.148,145.6,24.82,0.0,978.673,1037.0,,,,
2024-02-17 12:04:00,28.45,63.66,2.351,2.749,141.9,10.0,0.0,978.643,1017.0,,,,
2024-02-17 12:05:00,28.52,64.31,3.546,5.015,174.9,16.94,0.0,978.64,996.0,,,,
